format,dist_name,bits,mse,snr_db,kl_div,max_ae,eff_bits,enc_data_bits_per_element,enc_metadata_bits_per_element,dist_type,dist_sigma,enc_bandwidth_amplification,enc_dense_bits,enc_sparse_bits,enc_sparsity_ratio,dist_b,dist_nu,dist_mu1,dist_mu2,dist_outlier_ratio,dist_outlier_sigma,dist_n_outlier_channels,dist_spike_ratio,dist_spike_multiplier,dist_n_spikes,dist_mu
SQ-Format,Student-t(ν=5),4,0.1086081163782355,12.446503759584148,21.284745000062188,6.720166206359863,2.067319526104188,5.04,1.0,student_t,,1.26,4.0,8.0,0.01,,5.0,,,,,,,,,
HAD+INT4(C),Student-t(ν=5),4,0.04255680822689121,16.515436093305425,0.9596182558466368,0.7826662063598633,2.7431545578834036,4.0,0.0,student_t,,1.0,,,,,5.0,,,,,,,,,
HAD+INT8(C),Student-t(ν=5),8,0.016341136990206652,20.672303868613643,1.1618000193278573,0.3959474563598633,3.433595350359818,8.0,0.0,student_t,,1.0,,,,,5.0,,,,,,,,,
HAD+INT4(T),Student-t(ν=5),4,0.04255680822689121,16.515436093305425,0.9596182558466368,0.7826662063598633,2.7431545578834036,4.0,0.0,student_t,,1.0,,,,,5.0,,,,,,,,,
HAD+INT8(T),Student-t(ν=5),8,0.016341136990206652,20.672303868613643,1.1618000193278573,0.3959474563598633,3.433595350359818,8.0,0.0,student_t,,1.0,,,,,5.0,,,,,,,,,
HAD+SQ,Student-t(ν=5),4,0.03318299855217808,17.595970295287646,0.8639868167566165,0.6947755813598633,2.922627404035975,5.04,1.0,student_t,,1.26,4.0,8.0,0.01,,5.0,,,,,,,,,
HAD+LUT4,Student-t(ν=5),4,0.047564412565811294,16.03230520171305,0.9226489933403301,0.6280393600463867,2.6629082537689692,4.0,0.0,student_t,,1.0,,,,,5.0,,,,,,,,,
RandRot+INT4,Student-t(ν=5),4,0.02222710686849199,19.33629720019368,0.8141138477364495,0.4986499398946762,3.2116894460207615,4.0,0.0,student_t,,1.0,,,,,5.0,,,,,,,,,
RandRot+INT8,Student-t(ν=5),8,0.00011447284189041986,42.21810192924306,0.14403126553718726,0.035511285066604614,7.012274945578544,8.0,0.0,student_t,,1.0,,,,,5.0,,,,,,,,,
SmoothQuant+INT4,Student-t(ν=5),4,0.3529697644428944,7.327751525151168,24.177348437677935,1.0465115308761597,1.2171131831876694,4.0,0.0,student_t,,1.0,,,,,5.0,,,,,,,,,
SmoothQuant+INT8,Student-t(ν=5),8,0.0011223298550341976,32.30392141910373,8.457918040730046,0.057622432708740234,5.365565206857716,8.0,0.0,student_t,,1.0,,,,,5.0,,,,,,,,,
HAD+INT4,Student-t(ν=5),4,0.04255680822689121,16.515436093305425,0.9596182558466368,0.7826662063598633,2.7431545578834036,4.0,0.0,student_t,,1.0,,,,,5.0,,,,,,,,,
HAD+INT8,Student-t(ν=5),8,0.016341136990206652,20.672303868613643,1.1618000193278573,0.3959474563598633,3.433595350359818,8.0,0.0,student_t,,1.0,,,,,5.0,,,,,,,,,
FP32,Student-t(ν=10),32,0.0,inf,0.0,0.0,inf,32.0,0.0,student_t,,,,,,,10.0,,,,,,,,,
BF16,Student-t(ν=10),16,1.475663616562766e-05,49.46777762789477,0.2509524355754764,0.015552997589111328,8.216420014687207,16.0,0.0,student_t,,,,,,,10.0,,,,,,,,,
INT4,Student-t(ν=10),4,0.029999922995277616,16.386449924295075,22.347973389100325,1.982947826385498,2.721730418949035,4.0,0.0,student_t,,1.0,,,,,10.0,,,,,,,,,
INT8,Student-t(ν=10),8,0.005056932682184514,24.11877960041108,0.3581375613498067,1.514197826385498,4.006042578450088,8.0,0.0,student_t,,1.0,,,,,10.0,,,,,,,,,
MXINT4,Student-t(ν=10),4,0.05950656856811506,13.412002248896414,20.54963487275409,1.982947826385498,2.227685353965074,4.0,0.25,student_t,,1.0625,,,,,10.0,,,,,,,,,
MXINT8,Student-t(ν=10),8,0.029607874369394126,16.44357903075193,1.3157905237570686,1.514197826385498,2.7312193581377766,8.0,0.25,student_t,,1.03125,,,,,10.0,,,,,,,,,
MXFP4,Student-t(ν=10),4,0.06713124600145634,12.888404243303405,19.642436409901915,2.482947826385498,2.140717607704754,4.0,0.25,student_t,,1.0625,,,,,10.0,,,,,,,,,
MXFP8,Student-t(ν=10),8,0.05322525347709897,13.896473940141199,8.859996259280333,1.982947826385498,2.3081543600812564,8.0,0.25,student_t,,1.03125,,,,,10.0,,,,,,,,,
NVFP4,Student-t(ν=10),4,0.03109900111093552,16.23018692526571,21.436454766683436,2.482947826385498,2.6957756966156845,4.0,0.0,student_t,,,,,,,10.0,,,,,,,,,
NF4,Student-t(ν=10),4,0.020022878213368296,18.142386265626673,22.507176879953892,0.6557645797729492,3.0133851322041934,4.0,0.0,student_t,,1.0,,,,,10.0,,,,,,,,,
FP6,Student-t(ν=10),6,0.0033896281724175854,25.85613071804797,13.220799217830981,0.2267165184020996,4.294610352868185,6.0,0.0,student_t,,1.0,,,,,10.0,,,,,,,,,
SQ-Format,Student-t(ν=10),4,0.044132391156101534,14.710076736090684,20.643175312564377,1.514197826385498,2.4432908593784317,5.04,1.0,student_t,,1.26,4.0,8.0,0.01,,10.0,,,,,,,,,
HAD+INT4(C),Student-t(ν=10),4,0.017967594523303067,18.612751941339425,1.6432247747374096,0.4755600690841675,3.0915111798552366,4.0,0.0,student_t,,1.0,,,,,10.0,,,,,,,,,
HAD+INT8(C),Student-t(ν=10),8,0.002954490046843862,26.452826011336064,1.6068365494734886,0.12204444408416748,4.3937192958112234,8.0,0.0,student_t,,1.0,,,,,10.0,,,,,,,,,
HAD+INT4(T),Student-t(ν=10),4,0.017967594523303067,18.612751941339425,1.6432247747374096,0.4755600690841675,3.0915111798552366,4.0,0.0,student_t,,1.0,,,,,10.0,,,,,,,,,
HAD+INT8(T),Student-t(ν=10),8,0.002954490046843862,26.452826011336064,1.6068365494734886,0.12204444408416748,4.3937192958112234,8.0,0.0,student_t,,1.0,,,,,10.0,,,,,,,,,
HAD+SQ,Student-t(ν=10),4,0.013550681855314797,19.838039834122398,1.241471442765631,0.3876694440841675,3.2950270936232915,5.04,1.0,student_t,,1.26,4.0,8.0,0.01,,10.0,,,,,,,,,
HAD+LUT4,Student-t(ν=10),4,0.033362212810660104,15.925102840819372,1.6307935144677397,0.7721148729324341,2.645102327044421,4.0,0.0,student_t,,1.0,,,,,10.0,,,,,,,,,
RandRot+INT4,Student-t(ν=10),4,0.02118574097217176,17.89721474319995,1.3270929901549182,0.4542103409767151,2.972663023783411,4.0,0.0,student_t,,1.0,,,,,10.0,,,,,,,,,
RandRot+INT8,Student-t(ν=10),8,0.00011605954462681173,40.510842701635106,0.2817254748643827,0.03866994380950928,6.7287053259062155,8.0,0.0,student_t,,1.0,,,,,10.0,,,,,,,,,
SmoothQuant+INT4,Student-t(ν=10),4,0.050232113101816585,14.147836844883535,23.25464473139718,0.3908563256263733,2.3499048348450597,4.0,0.0,student_t,,1.0,,,,,10.0,,,,,,,,,
SmoothQuant+INT8,Student-t(ν=10),8,0.00015605711413328217,39.224815608729685,2.7923325799975958,0.021573662757873535,6.515100849370774,8.0,0.0,student_t,,1.0,,,,,10.0,,,,,,,,,
HAD+INT4,Student-t(ν=10),4,0.017967594523303067,18.612751941339425,1.6432247747374096,0.4755600690841675,3.0915111798552366,4.0,0.0,student_t,,1.0,,,,,10.0,,,,,,,,,
HAD+INT8,Student-t(ν=10),8,0.002954490046843862,26.452826011336064,1.6068365494734886,0.12204444408416748,4.3937192958112234,8.0,0.0,student_t,,1.0,,,,,10.0,,,,,,,,,
FP32,Bimodal(μ=±3),32,0.0,inf,0.0,0.0,inf,32.0,0.0,bimodal,0.5,,,,,,,-3.0,3.0,,,,,,,
BF16,Bimodal(μ=±3),16,8.352415875795272e-05,50.47157435671451,0.4107011161277052,0.025085926055908203,8.383147042438324,16.0,0.0,bimodal,0.5,,,,,,,-3.0,3.0,,,,,,,
INT4,Bimodal(μ=±3),4,0.03080503076831026,24.803478989522407,23.169037436016232,0.7988367080688477,4.1197686853121445,4.0,0.0,bimodal,0.5,1.0,,,,,,-3.0,3.0,,,,,,,
INT8,Bimodal(μ=±3),8,0.0005513515095613708,42.27540977879186,0.8848670394194662,0.33008670806884766,7.02179357335223,8.0,0.0,bimodal,0.5,1.0,,,,,,-3.0,3.0,,,,,,,
MXINT4,Bimodal(μ=±3),4,0.03080503076831026,24.803478989522407,23.169037436016232,0.7988367080688477,4.1197686853121445,4.0,0.25,bimodal,0.5,1.0625,,,,,,-3.0,3.0,,,,,,,
MXINT8,Bimodal(μ=±3),8,0.6119402339206814,11.822605376770554,3.4739965460442015,1.9842405319213867,1.9636922477930245,8.0,0.25,bimodal,0.5,1.03125,,,,,,-3.0,3.0,,,,,,,
MXFP4,Bimodal(μ=±3),4,0.14636690628299637,18.03526652492639,23.840680327447945,1.2988367080688477,2.9955929283967273,4.0,0.25,bimodal,0.5,1.0625,,,,,,-3.0,3.0,,,,,,,
MXFP8,Bimodal(μ=±3),8,0.017073808168565463,27.366391482272494,21.60694167516906,0.7988367080688477,4.54545923603236,8.0,0.25,bimodal,0.5,1.03125,,,,,,-3.0,3.0,,,,,,,
NVFP4,Bimodal(μ=±3),4,0.14636690628299637,18.03526652492639,23.840680327447945,1.2988367080688477,2.9955929283967273,4.0,0.0,bimodal,0.5,,,,,,,-3.0,3.0,,,,,,,
NF4,Bimodal(μ=±3),4,0.08068112068393013,20.6219762380101,23.47896899878785,0.6508922576904297,3.425236111857267,4.0,0.0,bimodal,0.5,1.0,,,,,,-3.0,3.0,,,,,,,
FP6,Bimodal(μ=±3),6,0.027672084798168795,25.269276660009552,22.780815459764487,0.306485652923584,4.197136003718362,6.0,0.0,bimodal,0.5,1.0,,,,,,-3.0,3.0,,,,,,,
SQ-Format,Bimodal(μ=±3),4,0.02631368661582617,25.48787847725559,23.07561190390426,0.5384902954101562,4.233444979633513,5.04,1.0,bimodal,0.5,1.26,4.0,8.0,0.01,,,-3.0,3.0,,,,,,,
HAD+INT4(C),Bimodal(μ=±3),4,0.16751046943295894,17.449275901582215,16.727199107390753,1.3904249668121338,2.8982619926453483,4.0,0.0,bimodal,0.5,1.0,,,,,,-3.0,3.0,,,,,,,
HAD+INT8(C),Bimodal(μ=±3),8,0.15796483805184341,17.704091192808605,1.1106251877418547,1.0655326843261719,2.940585896391941,8.0,0.0,bimodal,0.5,1.0,,,,,,-3.0,3.0,,,,,,,
HAD+INT4(T),Bimodal(μ=±3),4,0.16751046943295894,17.449275901582215,16.727199107390753,1.3904249668121338,2.8982619926453483,4.0,0.0,bimodal,0.5,1.0,,,,,,-3.0,3.0,,,,,,,
HAD+INT8(T),Bimodal(μ=±3),8,0.15796483805184341,17.704091192808605,1.1106251877418547,1.0655326843261719,2.940585896391941,8.0,0.0,bimodal,0.5,1.0,,,,,,-3.0,3.0,,,,,,,
HAD+SQ,Bimodal(μ=±3),4,0.2785429266457455,15.240774114521038,8.297857573202391,1.736726999282837,2.531437785942975,5.04,1.0,bimodal,0.5,1.26,4.0,8.0,0.01,,,-3.0,3.0,,,,,,,
HAD+LUT4,Bimodal(μ=±3),4,0.22541102194204157,16.159943978949187,1.3732194826608506,1.7148008346557617,2.6841085957738584,4.0,0.0,bimodal,0.5,1.0,,,,,,-3.0,3.0,,,,,,,
RandRot+INT4,Bimodal(μ=±3),4,0.11633953132667188,19.032422359463542,1.0078887168355375,1.1714110970497131,3.161216927483218,4.0,0.0,bimodal,0.5,1.0,,,,,,-3.0,3.0,,,,,,,
RandRot+INT8,Bimodal(μ=±3),8,0.008834525467241922,30.22786318840232,1.135894216461344,0.4565732479095459,5.020739398698257,8.0,0.0,bimodal,0.5,1.0,,,,,,-3.0,3.0,,,,,,,
SmoothQuant+INT4,Bimodal(μ=±3),4,0.03107930894944405,24.764981921898933,23.017190306016758,0.306485652923584,4.113374460786685,4.0,0.0,bimodal,0.5,1.0,,,,,,-3.0,3.0,,,,,,,
SmoothQuant+INT8,Bimodal(μ=±3),8,9.37412094901835e-05,49.97038993180523,1.1932624609300906,0.016881704330444336,8.299902111347018,8.0,0.0,bimodal,0.5,1.0,,,,,,-3.0,3.0,,,,,,,
HAD+INT4,Bimodal(μ=±3),4,0.16751046943295894,17.449275901582215,16.727199107390753,1.3904249668121338,2.8982619926453483,4.0,0.0,bimodal,0.5,1.0,,,,,,-3.0,3.0,,,,,,,
HAD+INT8,Bimodal(μ=±3),8,0.15796483805184341,17.704091192808605,1.1106251877418547,1.0655326843261719,2.940585896391941,8.0,0.0,bimodal,0.5,1.0,,,,,,-3.0,3.0,,,,,,,
FP32,ChannelOutlier(σ=30),32,0.0,inf,0.0,0.0,inf,32.0,0.0,channel_outliers,,,,,,,,,,0.01,30.0,6.0,,,,
BF16,ChannelOutlier(σ=30),16,3.732786682537912e-05,50.16898057134461,0.0009806102026048546,0.09918403625488281,8.332887302590395,16.0,0.0,channel_outliers,,,,,,,,,,0.01,30.0,6.0,,,,
INT4,ChannelOutlier(σ=30),4,0.6610636093041868,7.686879786845637,24.10244273929235,9.724184036254883,1.2767630962972152,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,30.0,6.0,,,,
INT8,ChannelOutlier(σ=30),8,0.2002747838246471,12.873049575205535,0.3566945286718852,7.849184036254883,2.1381672525376545,8.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,30.0,6.0,,,,
MXINT4,ChannelOutlier(σ=30),4,0.44956602831145964,9.361377430399742,5.767942785367201,9.724184036254883,1.5548911346444683,4.0,0.25,channel_outliers,,1.0625,,,,,,,,0.01,30.0,6.0,,,,
MXINT8,ChannelOutlier(σ=30),8,0.22634409600211647,12.341620583866842,0.7625918551442444,7.849184036254883,2.0498988076993716,8.0,0.25,channel_outliers,,1.03125,,,,,,,,0.01,30.0,6.0,,,,
MXFP4,ChannelOutlier(σ=30),4,0.6337891140588219,7.869864536641229,6.601671528610236,11.724184036254883,1.3071562053613106,4.0,0.25,channel_outliers,,1.0625,,,,,,,,0.01,30.0,6.0,,,,
MXFP8,ChannelOutlier(σ=30),8,0.3864673108680815,10.018184639144877,1.2118525168968133,9.724184036254883,1.6639844506272192,8.0,0.25,channel_outliers,,1.03125,,,,,,,,0.01,30.0,6.0,,,,
NVFP4,ChannelOutlier(σ=30),4,0.6308035819179387,7.890370784184947,21.766208008520387,11.724184036254883,1.3105622193531203,4.0,0.0,channel_outliers,,,,,,,,,,0.01,30.0,6.0,,,,
NF4,ChannelOutlier(σ=30),4,0.3652202886406196,10.263763337865196,23.496640102150185,3.0730152130126953,1.7047741895664648,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,30.0,6.0,,,,
FP6,ChannelOutlier(σ=30),6,0.0026206760190047654,31.705178945320366,2.3928806421617255,0.31615447998046875,5.26611623459455,6.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,30.0,6.0,,,,
SQ-Format,ChannelOutlier(σ=30),4,0.2207784289144222,12.449745906276778,8.80272755726645,7.849184036254883,2.067858035013488,5.04,1.0,channel_outliers,,1.26,4.0,8.0,0.01,,,,,0.01,30.0,6.0,,,,
HAD+INT4(C),ChannelOutlier(σ=30),4,0.040919406938727615,19.770018984718607,0.4093031912292095,0.6107982993125916,3.2837290750896635,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,30.0,6.0,,,,
HAD+INT8(C),ChannelOutlier(σ=30),8,0.13616770652056093,14.54857106473991,0.6232269243938531,2.6609344482421875,2.4164653480212426,8.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,30.0,6.0,,,,
HAD+INT4(T),ChannelOutlier(σ=30),4,0.040919406938727615,19.770018984718607,0.4093031912292095,0.6107982993125916,3.2837290750896635,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,30.0,6.0,,,,
HAD+INT8(T),ChannelOutlier(σ=30),8,0.13616770652056093,14.54857106473991,0.6232269243938531,2.6609344482421875,2.4164653480212426,8.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,30.0,6.0,,,,
HAD+SQ,ChannelOutlier(σ=30),4,0.2291214345351677,12.288655093894468,0.8017555311676309,4.0007781982421875,2.0411014302394364,5.04,1.0,channel_outliers,,1.26,4.0,8.0,0.01,,,,,0.01,30.0,6.0,,,,
HAD+LUT4,ChannelOutlier(σ=30),4,0.06077914711499336,18.05176627616835,0.3166008680047819,0.7226048707962036,2.9983334777571935,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,30.0,6.0,,,,
RandRot+INT4,ChannelOutlier(σ=30),4,0.10132977916929463,15.831941329717466,0.3627077137438871,2.141134262084961,2.629628534989842,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,30.0,6.0,,,,
RandRot+INT8,ChannelOutlier(σ=30),8,0.03868500336021882,20.01388590237709,0.29219937914587335,1.2577095031738281,3.324234493348828,8.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,30.0,6.0,,,,
SmoothQuant+INT4,ChannelOutlier(σ=30),4,0.7161979078325629,7.338981811440241,24.470578933181905,1.687334418296814,1.218978493364534,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,30.0,6.0,,,,
SmoothQuant+INT8,ChannelOutlier(σ=30),8,0.003075838048620879,31.009677642286796,1.5030194316721568,0.093089759349823,5.150595968665651,8.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,30.0,6.0,,,,
HAD+INT4,ChannelOutlier(σ=30),4,0.040919406938727615,19.770018984718607,0.4093031912292095,0.6107982993125916,3.2837290750896635,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,30.0,6.0,,,,
HAD+INT8,ChannelOutlier(σ=30),8,0.13616770652056093,14.54857106473991,0.6232269243938531,2.6609344482421875,2.4164653480212426,8.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,30.0,6.0,,,,
FP32,ChannelOutlier(σ=50),32,0.0,inf,0.0,0.0,inf,32.0,0.0,channel_outliers,,,,,,,,,,0.01,50.0,6.0,,,,
BF16,ChannelOutlier(σ=50),16,0.00014635163778160828,47.950759464009195,8.720192174077666e-05,0.16861343383789062,7.964448751733911,16.0,0.0,channel_outliers,,,,,,,,,,0.01,50.0,6.0,,,,
INT4,ChannelOutlier(σ=50),4,1.218957733800739,8.744848861384128,23.22988744802418,11.540306091308594,1.4524879559087847,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,50.0,6.0,,,,
INT8,ChannelOutlier(σ=50),8,0.14330568099230243,18.042101260220083,0.2270936017553014,7.790306091308594,2.996728153356389,8.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,50.0,6.0,,,,
MXINT4,ChannelOutlier(σ=50),4,0.5951281037317991,11.858630738346074,1.0879384078721526,11.540306091308594,1.9696759308303344,4.0,0.25,channel_outliers,,1.0625,,,,,,,,0.01,50.0,6.0,,,,
MXINT8,ChannelOutlier(σ=50),8,0.15782695764359653,17.622923483640275,0.4274789598927192,7.790306091308594,2.927104231717745,8.0,0.25,channel_outliers,,1.03125,,,,,,,,0.01,50.0,6.0,,,,
MXFP4,ChannelOutlier(σ=50),4,1.0102841333476995,9.560300008822791,3.757368716159346,15.540306091308594,1.5879314597430163,4.0,0.25,channel_outliers,,1.0625,,,,,,,,0.01,50.0,6.0,,,,
MXFP8,ChannelOutlier(σ=50),8,0.44123056280536566,13.158079460975195,0.4583594777337532,11.540306091308594,2.1855096918086927,8.0,0.25,channel_outliers,,1.03125,,,,,,,,0.01,50.0,6.0,,,,
NVFP4,ChannelOutlier(σ=50),4,1.1775747299847303,8.894850558638717,22.678401632263334,15.540306091308594,1.4774026985283253,4.0,0.0,channel_outliers,,,,,,,,,,0.01,50.0,6.0,,,,
NF4,ChannelOutlier(σ=50),4,0.8043705881668792,10.550173510449381,22.910241420607104,5.121692657470703,1.7523458895149115,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,50.0,6.0,,,,
FP6,ChannelOutlier(σ=50),6,0.0037419062795574364,33.873806273857895,0.5272699453606967,0.5269203186035156,5.626317437095017,6.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,50.0,6.0,,,,
SQ-Format,ChannelOutlier(σ=50),4,0.16124536730184866,17.529862873838006,1.3932618154311556,7.790306091308594,2.9116471990062696,5.04,1.0,channel_outliers,,1.26,4.0,8.0,0.01,,,,,0.01,50.0,6.0,,,,
HAD+INT4(C),ChannelOutlier(σ=50),4,0.13995045699897632,18.14499212305597,0.4667412471959941,2.0226778090000153,3.013817955754476,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,50.0,6.0,,,,
HAD+INT8(C),ChannelOutlier(σ=50),8,0.02856422156664381,25.04651140123528,0.42057801090968394,0.7531465590000153,4.160135495134005,8.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,50.0,6.0,,,,
HAD+INT4(T),ChannelOutlier(σ=50),4,0.13995045699897632,18.14499212305597,0.4667412471959941,2.0226778090000153,3.013817955754476,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,50.0,6.0,,,,
HAD+INT8(T),ChannelOutlier(σ=50),8,0.02856422156664381,25.04651140123528,0.42057801090968394,0.7531465590000153,4.160135495134005,8.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,50.0,6.0,,,,
HAD+SQ,ChannelOutlier(σ=50),4,0.11587074809595763,18.964997223620948,0.46600952271445195,1.8468965590000153,3.1500178548303626,5.04,1.0,channel_outliers,,1.26,4.0,8.0,0.01,,,,,0.01,50.0,6.0,,,,
HAD+LUT4,ChannelOutlier(σ=50),4,0.1250410143636066,18.63421045140474,0.25872979038744326,1.071377505082637,3.0950753612282567,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,50.0,6.0,,,,
RandRot+INT4,ChannelOutlier(σ=50),4,0.10563421451518551,19.366689259768812,0.15387513004524928,1.2122421264648438,3.2167374578489674,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,50.0,6.0,,,,
RandRot+INT8,ChannelOutlier(σ=50),8,0.004599923925972913,32.97722883937033,0.006430175300407482,0.3252256065607071,5.477399148651704,8.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,50.0,6.0,,,,
SmoothQuant+INT4,ChannelOutlier(σ=50),4,0.9263013294596085,9.937212459038069,23.180715794896674,2.7435481548309326,1.6505352626271648,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,50.0,6.0,,,,
SmoothQuant+INT8,ChannelOutlier(σ=50),8,0.008534394431300116,30.29300822637705,0.8155241360750456,0.15542933344841003,5.031559755292796,8.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,50.0,6.0,,,,
HAD+INT4,ChannelOutlier(σ=50),4,0.13995045699897632,18.14499212305597,0.4667412471959941,2.0226778090000153,3.013817955754476,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,50.0,6.0,,,,
HAD+INT8,ChannelOutlier(σ=50),8,0.02856422156664381,25.04651140123528,0.42057801090968394,0.7531465590000153,4.160135495134005,8.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,50.0,6.0,,,,
FP32,ChannelOutlier(σ=100),32,0.0,inf,0.0,0.0,inf,32.0,0.0,channel_outliers,,,,,,,,,,0.01,100.0,6.0,,,,
BF16,ChannelOutlier(σ=100),16,0.0005553844608404274,47.834725357866205,0.0,0.33722686767578125,7.945175903875834,16.0,0.0,channel_outliers,,,,,,,,,,0.01,100.0,6.0,,,,
INT4,ChannelOutlier(σ=100),4,2.5391063067895536,11.233853759924376,19.95638361971646,23.080612182617188,1.8659027209474404,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,100.0,6.0,,,,
INT8,ChannelOutlier(σ=100),8,0.5719960356313912,17.706732413887877,0.19975728084105576,15.580612182617188,2.941024593717343,8.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,100.0,6.0,,,,
MXINT4,ChannelOutlier(σ=100),4,1.9449332681383473,12.39161555194934,0.7406473421154891,23.080612182617188,2.058202792153184,4.0,0.25,channel_outliers,,1.0625,,,,,,,,0.01,100.0,6.0,,,,
MXINT8,ChannelOutlier(σ=100),8,0.591772162060115,17.559117288249723,0.375245190885548,15.580612182617188,2.9165062520629577,8.0,0.25,channel_outliers,,1.03125,,,,,,,,0.01,100.0,6.0,,,,
MXFP4,ChannelOutlier(σ=100),4,3.8644177139199103,9.409821960165758,0.6917739644150736,31.080612182617188,1.5629375968681352,4.0,0.25,channel_outliers,,1.0625,,,,,,,,0.01,100.0,6.0,,,,
MXFP8,ChannelOutlier(σ=100),8,1.7126064459077892,12.944086859140615,0.3718725272746505,23.080612182617188,2.149966290002076,8.0,0.25,channel_outliers,,1.03125,,,,,,,,0.01,100.0,6.0,,,,
NVFP4,ChannelOutlier(σ=100),4,4.263543033210671,8.982956093952856,19.966980564293515,31.080612182617188,1.4920367111820818,4.0,0.0,channel_outliers,,,,,,,,,,0.01,100.0,6.0,,,,
NF4,ChannelOutlier(σ=100),4,1.334069525662446,14.028877965683279,19.8556661945412,10.243385314941406,2.3301461926974776,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,100.0,6.0,,,,
FP6,ChannelOutlier(σ=100),6,0.008242676350829889,36.11998012620194,0.15222652363093064,1.0538406372070312,5.99939883840017,6.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,100.0,6.0,,,,
SQ-Format,ChannelOutlier(σ=100),4,0.5748642380444743,17.685009679103494,1.1070731015258053,15.580612182617188,2.937416525568442,5.04,1.0,channel_outliers,,1.26,4.0,8.0,0.01,,,,,0.01,100.0,6.0,,,,
HAD+INT4(C),ChannelOutlier(σ=100),4,0.2990161726690999,20.52371581872604,0.23435171681061312,2.8931121826171875,3.4089154094855108,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,100.0,6.0,,,,
HAD+INT8(C),ChannelOutlier(σ=100),8,0.01168495557685908,34.60439194542881,0.13967594110941373,0.42502155900001526,5.747665090500695,8.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,100.0,6.0,,,,
HAD+INT4(T),ChannelOutlier(σ=100),4,0.2990161726690999,20.52371581872604,0.23435171681061312,2.8931121826171875,3.4089154094855108,4.0,0.0,channel_outliers,,1.0,,,,,,,,0.01,100.0,6.0,,,,
